"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","POSTID","URL","TEXTO","FECHA","COMMENTS","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund","...13","datahoraposi"
"11","Alles wird derzeit teurer: Strom, Gas & Wärme, Autofahren & Lebensmittel. Noch bevor ein einziger € ausgezahlt wurde, ist klar:
Das #Entlastungspaket der🚦wird zum Tropfen auf den heißen Stein & schließt Studenten, Rentner, Minijobber & kleine familiengeführte Unternehmen komplett aus.

#Inflation #Studenten #Rentner #Unternehmen","2022-04-30T02:30:27","Publicación de Instagram",129,4,NA,NA,0,0,"2022-04-30","02:30:27","wird derze","https://www.instagram.com/p/Cc-GEc_KfNW/","Alles wird derzeit teurer: Strom, Gas & Wärme, Autofahren & Lebensmittel. Noch bevor ein einziger € ausgezahlt wurde, ist klar:
Das #Entlastungspaket der🚦wird zum Tropfen auf den heißen Stein & schließt Studenten, Rentner, Minijobber & kleine familiengeführte Unternehmen komplett aus.

#Inflation #Studenten #Rentner #Unternehmen
1 Wo.",2022-04-30,0,"worter","worter","gebastelt","Wirtschaft","Inflation",1,NA,NA,2022-04-30 02:30:27
"12","Der #Tag der #Erneuerbaren #Energien (EE) ist ein mittlerweile bundesweiter Aktionstag, der jährlich am letzten Samstag im April an die ☢️Reaktorkatastrophe in #Tschernobyl vom 26. April 1986 erinnert. Initiiert wurde der Tag der Erneuerbaren Energien im Jahr 1996 in #Oederan (Sachsen).
Der jährliche Aktionstag dient dazu immer wieder die Notwendigkeit zum Ausbau der Erneuerbaren Energien in Deutschland 🇩🇪 zu verdeutlichen. Zu den EE gehört neben #Wind und #Sonne auch die #Wasserkraft, Bio-#Energie und #Geothermie. 

Um es konkret zu machen, letzte Woche war in meiner Bürgersprechstunde ein #Hausbesitzer, um mich darauf aufmerksam zu machen, dass die Abstandsflächen für #Photovoltaik auf Dachflächen im Freistaat #Sachsen mit 1.25 Meter ziemlich groß sind. Ich finde, er hat Recht, andere Bundesländer geben nur einen halben Meter bis gar keine Abstandsflächen vor, die laut Bauordnung einzuhalten sind. Hier können wir in Sachsen konkret handeln und diese veraltete Vorschrift bei der aktuell laufenden Novellierung der Sächsischen #Bauordnung aktualisieren!

#TagderErneuerbarenEnergien #Klimaschutz","2022-04-29T21:30:38","Publicación de Instagram",256,3,NA,NA,1,0,"2022-04-29","21:30:38","ag der #Er","https://www.instagram.com/p/Cc9jwhfIXI-/","Der #Tag der #Erneuerbaren #Energien (EE) ist ein mittlerweile bundesweiter Aktionstag, der jährlich am letzten Samstag im April an die ☢️Reaktorkatastrophe in #Tschernobyl vom 26. April 1986 erinnert. Initiiert wurde der Tag der Erneuerbaren Energien im Jahr 1996 in #Oederan (Sachsen).
Der jährliche Aktionstag dient dazu immer wieder die Notwendigkeit zum Ausbau der Erneuerbaren Energien in Deutschland 🇩🇪 zu verdeutlichen. Zu den EE gehört neben #Wind und #Sonne auch die #Wasserkraft, Bio-#Energie und #Geothermie.

Um es konkret zu machen, letzte Woche war in meiner Bürgersprechstunde ein #Hausbesitzer, um mich darauf aufmerksam zu machen, dass die Abstandsflächen für #Photovoltaik auf Dachflächen im Freistaat #Sachsen mit 1.25 Meter ziemlich groß sind. Ich finde, er hat Recht, andere Bundesländer geben nur einen halben Meter bis gar keine Abstandsflächen vor, die laut Bauordnung einzuhalten sind. Hier können wir in Sachsen konkret handeln und diese veraltete Vorschrift bei der aktuell laufenden Novellierung der Sächsischen #Bauordnung aktualisieren!

#TagderErneuerbarenEnergien #Klimaschutz
1 Wo.",2022-04-30,1,"symbole","bild","gebastelt","Energie","Ephemeriden",1,NA,NA,2022-04-29 21:30:38
"13","🔵🟡 Der 24. Februar 2022 um 4.15 Uhr hat sich bei mir tief eingebrannt. Seit dieser Nacht greift #Putin völkerrechtswidrig - mit der Rückendeckung Chinas 🇨🇳 - ein freies Land an. Die #Ukraine 🇺🇦 verteidigt sich in bewundernswerter Art und Weise und fordert mit deutlichen Worten unsere Unterstützung ein.

📌 Warum können wir nicht neutral sein?

📌 Was ist unser „nie wieder“ wert?

📌 Warum liefern wir Waffen?

📌 Warum es auch ein geopolitischer Wirtschaftskrieg ist?

👉 Diese Woche habe ich meine Gedanken zu diesen berechtigten Fragen 🙋🏻‍♂️🙋🏼‍♀️ vor der Abstimmung im Deutschen #Bundestag aufgeschrieben: 
https://www.lars-rohwer.de/aktuelles/2022/mein-blick-auf-den-krieg-in-der-ukraine

CDU/CSU-Bundestagsfraktion #standwithU 🔵🟡","2022-04-29T11:16:03","Publicación de Instagram",138,4,NA,NA,0,0,"2022-04-29","11:16:03"," 24. Febru","https://www.instagram.com/p/Cc8dbGJqau_/","🔵🟡 Der 24. Februar 2022 um 4.15 Uhr hat sich bei mir tief eingebrannt. Seit dieser Nacht greift #Putin völkerrechtswidrig - mit der Rückendeckung Chinas 🇨🇳 - ein freies Land an. Die #Ukraine 🇺🇦 verteidigt sich in bewundernswerter Art und Weise und fordert mit deutlichen Worten unsere Unterstützung ein.

📌 Warum können wir nicht neutral sein?

📌 Was ist unser „nie wieder“ wert?

📌 Warum liefern wir Waffen?

📌 Warum es auch ein geopolitischer Wirtschaftskrieg ist?

👉 Diese Woche habe ich meine Gedanken zu diesen berechtigten Fragen 🙋🏻‍♂️🙋🏼‍♀️ vor der Abstimmung im Deutschen #Bundestag aufgeschrieben:
https://www.lars-rohwer.de/aktuelles/2022/mein-blick-auf-den-krieg-in-der-ukraine

CDU/CSU-Bundestagsfraktion #standwithU 🔵🟡
1 Wo.",2022-04-29,0,"worter","worter","gebastelt","Ukraine",NA,NA,NA,NA,2022-04-29 11:16:03
"14","Heute haben wir im #Bundestag einen Antrag ""Nachhaltige Impulse für #Einzelhandel und #Innenstädte"" eingebracht. Warum lebendige und zukunftsfeste Stad(teil)zentren und Ortskerne uns so wichtig sind, verdeutlicht Friederike Wachtel, die Geschäftsführerin von City Management Dresden e. V. @city_dresden 

""Der Einzelhandel ist der Grundpfeiler einer lebendigen Innenstadt. Er ist im Stadtzentrum ein wesentlicher Dreh- und Angelpunkt - für Einheimische, Touristen und Gäste aus dem Umland. Dem geänderten Konsumverhalten müssen innovative Konzepte entgegengebracht werden, die aus dem Lebensraum Innenstadt einen Erlebnisraum für alle Generationen machen. Daran arbeiten wir kontinuierlich. Die Pandemie hat deutlich gezeigt, dass Handel, aber auch Gastronomie, touristische Dienstleister und Kultur im ,Zahnrad' im Herzen einer Stadt funktionieren müssen.""

Danke, Friederike #Wachtel, für Ihren Einsatz! Wir bleiben an dem Thema dran.

@cducsubt 

Foto F. Wachtel: Claudia Jacquemin","2022-04-29T05:03:11","Publicación de Instagram",171,10,NA,NA,3,0,"2022-04-29","05:03:11","haben wir ","https://www.instagram.com/p/Cc7ywIzqD8I/","Heute haben wir im #Bundestag einen Antrag ""Nachhaltige Impulse für #Einzelhandel und #Innenstädte"" eingebracht. Warum lebendige und zukunftsfeste Stad(teil)zentren und Ortskerne uns so wichtig sind, verdeutlicht Friederike Wachtel, die Geschäftsführerin von City Management Dresden e. V. @city_dresden

""Der Einzelhandel ist der Grundpfeiler einer lebendigen Innenstadt. Er ist im Stadtzentrum ein wesentlicher Dreh- und Angelpunkt - für Einheimische, Touristen und Gäste aus dem Umland. Dem geänderten Konsumverhalten müssen innovative Konzepte entgegengebracht werden, die aus dem Lebensraum Innenstadt einen Erlebnisraum für alle Generationen machen. Daran arbeiten wir kontinuierlich. Die Pandemie hat deutlich gezeigt, dass Handel, aber auch Gastronomie, touristische Dienstleister und Kultur im ,Zahnrad' im Herzen einer Stadt funktionieren müssen.""

Danke, Friederike #Wachtel, für Ihren Einsatz! Wir bleiben an dem Thema dran.

@cducsubt

Foto F. Wachtel: Claudia Jacquemin
Bearbeitet · 1 Wo.",2022-04-29,1,"Unterseiteworter","worter","gebastelt","Wirtschaft",NA,1,NA,NA,2022-04-29 05:03:11
"15","Von #GutenMorgen 🌤 bis #Feierabend 🙋🏻‍♂️

Der Tag begann Punkt 08.00 Uhr mit einem Kennenlern-Treffen in der Deutsch🇩🇪🇰🇷🇸🇷Koreanischen Parlamentariergruppe, gleich um 08.30 Uhr folgte das Parlamentarische Frühstück mit der Diakonie (im Foto sieht man den Dresdner Tisch). 😇

Danach ging es in den Ausschussberatungen von Bildung & Forschung (09.30 Uhr) sowie Wohnen, Bau, Stadtenwicklung & Kommunen (11.00 Uhr) um die jeweiligen Haushaltspläne der beiden Ressorts für 2022, bevor dann um 13.00 Uhr das #Bundestagsplenum begann mit einer Ministerinvereidigung, der #Regierungsbefragung von Annalena #Baerbock und der anschließendem #Fragestunde durch die Abgeordneten. Die darauffolgende Tagesordnung war auch nicht minder spannend und das Plenum ging zu Ende gg. 19.30 Uhr. Anschließend noch einer Sonderfraktionssitzung der @cducsubt zu #PutinsKrieg gegen die #Ukraine 🇺🇦

Zum Abschluss des Tages war ich noch in der Sächsischen Landesvertretung zu „Wie klingt Heimat?“ mit Felix Räuber.
Und jetzt ist Feierabend für #heute, #morgen ist ein neuer #Arbeitstag. 🤗 #standwithU","2022-04-27T12:31:01","Publicación de Instagram",253,20,NA,NA,0,0,"2022-04-27","12:31:01","utenMorgen","https://www.instagram.com/p/Cc3cagrKRAQ/","Von #GutenMorgen 🌤 bis #Feierabend 🙋🏻‍♂️

Der Tag begann Punkt 08.00 Uhr mit einem Kennenlern-Treffen in der Deutsch🇩🇪🇰🇷🇸🇷Koreanischen Parlamentariergruppe, gleich um 08.30 Uhr folgte das Parlamentarische Frühstück mit der Diakonie (im Foto sieht man den Dresdner Tisch). 😇

Danach ging es in den Ausschussberatungen von Bildung & Forschung (09.30 Uhr) sowie Wohnen, Bau, Stadtenwicklung & Kommunen (11.00 Uhr) um die jeweiligen Haushaltspläne der beiden Ressorts für 2022, bevor dann um 13.00 Uhr das #Bundestagsplenum begann mit einer Ministerinvereidigung, der #Regierungsbefragung von Annalena #Baerbock und der anschließendem #Fragestunde durch die Abgeordneten. Die darauffolgende Tagesordnung war auch nicht minder spannend und das Plenum ging zu Ende gg. 19.30 Uhr. Anschließend noch einer Sonderfraktionssitzung der @cducsubt zu #PutinsKrieg gegen die #Ukraine 🇺🇦

Zum Abschluss des Tages war ich noch in der Sächsischen Landesvertretung zu „Wie klingt Heimat?“ mit Felix Räuber.
Und jetzt ist Feierabend für #heute, #morgen ist ein neuer #Arbeitstag. 🤗 #standwithU
Bearbeitet · 1 Wo.",2022-04-27,0,"aktivitäten","bild","spontan","Bundestag",NA,1,NA,NA,2022-04-27 12:31:01
"16","🗣 Im Rahmen der #Regierungsbefragung gibt es immer auch die Möglichkeit für die Abgeordneten mündlich Fragen an die #Bundesregierung zu stellen. Bei meiner ersten Frage geht es um #Klimaneutralität in der Gebäudewirtschaft: In der Fraktion fragen wir uns, wie das Ziel der Bundesregierung, ab dem 1. Januar 2024 möglichst jede neu eingebaute Heizung zu 65 Prozent mit Erneuerbaren Energien zu betreiben, in Bestandsgebäuden realisiert werden soll. Zu einem großen Teil können die eingebauten Heizungen noch gar nicht, anders wie etwa Wärmepumpen, mit Erneuerbaren Energien betriebenen werden.

Als Mitglied des Bau-Ausschusses bleibe ich an dem Thema dran. #Klimaneutrale #Gebäudewirtschaft ist ein wichtiges Ziel und machbare Standards essentiell. Sie müssen eben auch umsetzbar sein! 😏","2022-04-27T02:45:52","Publicación de Instagram",177,10,NA,NA,2,0,"2022-04-27","02:45:52","ahmen der ","https://www.instagram.com/p/Cc2ZcutonIE/","🗣 Im Rahmen der #Regierungsbefragung gibt es immer auch die Möglichkeit für die Abgeordneten mündlich Fragen an die #Bundesregierung zu stellen. Bei meiner ersten Frage geht es um #Klimaneutralität in der Gebäudewirtschaft: In der Fraktion fragen wir uns, wie das Ziel der Bundesregierung, ab dem 1. Januar 2024 möglichst jede neu eingebaute Heizung zu 65 Prozent mit Erneuerbaren Energien zu betreiben, in Bestandsgebäuden realisiert werden soll. Zu einem großen Teil können die eingebauten Heizungen noch gar nicht, anders wie etwa Wärmepumpen, mit Erneuerbaren Energien betriebenen werden.

Als Mitglied des Bau-Ausschusses bleibe ich an dem Thema dran. #Klimaneutrale #Gebäudewirtschaft ist ein wichtiges Ziel und machbare Standards essentiell. Sie müssen eben auch umsetzbar sein! 😏
2 Wo.",2022-04-27,0,"spontanlars","inzwischen","gebastelt","Energie","Umwelt",1,NA,"Bundestag",2022-04-27 02:45:52
"17","Gegen das #Vergessen der zweiten Diktatur auf deutschen Boden und für das #Erinnern der kommunistischen #Opfer, dafür trete ich hier in Berlin ein. Gestern habe ich mich mit @christiane_schenderlein, @ottilie.klein aus #Berlin und Dr. Anna #Kaminsky von der #Bundesstiftung #Aufarbeitung am zukünftigen Standort eines #Mahnmals für die Opfer des #Kommunismus getroffen.

Die #Unionsfraktion hat in einem Antrag im März die #Bundesregierung aufgefordert, das Mahnmal für die Opfer des Kommunismus bis 2024 zu realisieren. Der 70. Jahrestag des Volksaufstandes in der DDR am 17. Juni 2023 wäre ein geeigneter Termin für die Grundsteinlegung in Berlin. Gegen das Vergessen der Opfer des Kommunismus! 🕯

#Kommunismus #Geschichte #Volksaufstand #DDR #17Juni

Bundesstiftung zur Aufarbeitung der SED-Diktatur Gedenkstätte Bautzner Straße Dresden CDU/CSU-Bundestagsfraktion","2022-04-26T02:45:53","Publicación de Instagram",212,14,NA,NA,0,0,"2022-04-26","02:45:53","das #Verge","https://www.instagram.com/p/Ccz0p8ZKpi6/","Gegen das #Vergessen der zweiten Diktatur auf deutschen Boden und für das #Erinnern der kommunistischen #Opfer, dafür trete ich hier in Berlin ein. Gestern habe ich mich mit @christiane_schenderlein, @ottilie.klein aus #Berlin und Dr. Anna #Kaminsky von der #Bundesstiftung #Aufarbeitung am zukünftigen Standort eines #Mahnmals für die Opfer des #Kommunismus getroffen.

Die #Unionsfraktion hat in einem Antrag im März die #Bundesregierung aufgefordert, das Mahnmal für die Opfer des Kommunismus bis 2024 zu realisieren. Der 70. Jahrestag des Volksaufstandes in der DDR am 17. Juni 2023 wäre ein geeigneter Termin für die Grundsteinlegung in Berlin. Gegen das Vergessen der Opfer des Kommunismus! 🕯

#Kommunismus #Geschichte #Volksaufstand #DDR #17Juni

Bundesstiftung zur Aufarbeitung der SED-Diktatur Gedenkstätte Bautzner Straße Dresden CDU/CSU-Bundestagsfraktion
2 Wo.",2022-04-26,0,"aktivitäten","bild","spontan","Erinnerungskultur",NA,1,NA,NA,2022-04-26 02:45:53
"18","Unsere Gesellschaft wird getragen von unzähligen Menschen, die oft ehrenamtlich aber auch hauptberuflich politische Verantwortung auf der kommunalen Ebene übernehmen. #Deutschland ist wie ein Puzzle: Am Ende funktioniert das große Ganze nur, wenn jedes Teil am richtigen Fleck sitzt und sein Potenzial entfaltet! 🧩

Heute eröffnet die CDU ein neues #Kommunalbüro, um das wichtige Engagement unserer Mitglieder in den Kommunen zu unterstützen. Es ist gut, dass die #CDU sich stärker für die kommunalpolitische Basis aufstellt! Gemeinsam mit der #KPV und den Angeboten der Konrad-Adenauer-Stiftung sind wir gut gewappnet. 🧩 

Konrad-Adenauer-Stiftung @kas.sachsen Kommunalpolitische Vereinigung der CDU und CSU Deutschlands #CDUkommunal","2022-04-25T21:00:14","Publicación de Instagram",155,5,NA,NA,0,0,"2022-04-25","21:00:14"," Gesellsch","https://www.instagram.com/p/CczNGVdqu-t/","Unsere Gesellschaft wird getragen von unzähligen Menschen, die oft ehrenamtlich aber auch hauptberuflich politische Verantwortung auf der kommunalen Ebene übernehmen. #Deutschland ist wie ein Puzzle: Am Ende funktioniert das große Ganze nur, wenn jedes Teil am richtigen Fleck sitzt und sein Potenzial entfaltet! 🧩

Heute eröffnet die CDU ein neues #Kommunalbüro, um das wichtige Engagement unserer Mitglieder in den Kommunen zu unterstützen. Es ist gut, dass die #CDU sich stärker für die kommunalpolitische Basis aufstellt! Gemeinsam mit der #KPV und den Angeboten der Konrad-Adenauer-Stiftung sind wir gut gewappnet. 🧩

Konrad-Adenauer-Stiftung @kas.sachsen Kommunalpolitische Vereinigung der CDU und CSU Deutschlands #CDUkommunal
2 Wo.",2022-04-26,0,"symbole","inzwischen","gebastelt","CDU","Kommunalpolitik",1,NA,NA,2022-04-25 21:00:14
"19","Anlässlich des heutigen Tag des Baumes 🌳 möchte ich auf die neue #Silberlinde im Botanischen Garten des #Taubblindendienstes in #Radeberg hinweisen!

Zu dessen Tag der offenen Tür pflanzten die Mitstreiter im Taubblindendienst Radeberg eine neue Silberlinde in Gedenken an Ruth Zacharias. Die Ideengeberin des Blindengartens verfolgte zeitlebens das Ziel, einen Garten für taubblinde und mehrfachbehinderte, blinde Menschen zu erschaffen und ihnen damit ein selbstständiges Gartenerlebnis zu schenken. Der Duft der Pflanzen spielt dabei eine zentrale Rolle. Die spät blühende und stark duftende Silberlinde passt deshalb super in den Garten.

Im Rahmen meiner Projektunterstützung für den #Wahlkreis160 habe ich mich mit großer Freude finanziell an der Pflanzung der Silberlinde beteiligt.

#TagdesBaumes #Sachsen #Naturschutz","2022-04-25T08:14:02","Publicación de Instagram",121,4,NA,NA,0,0,"2022-04-25","08:14:02","lich des h","https://www.instagram.com/p/Ccx1aeyqScv/","Anlässlich des heutigen Tag des Baumes 🌳 möchte ich auf die neue #Silberlinde im Botanischen Garten des #Taubblindendienstes in #Radeberg hinweisen!

Zu dessen Tag der offenen Tür pflanzten die Mitstreiter im Taubblindendienst Radeberg eine neue Silberlinde in Gedenken an Ruth Zacharias. Die Ideengeberin des Blindengartens verfolgte zeitlebens das Ziel, einen Garten für taubblinde und mehrfachbehinderte, blinde Menschen zu erschaffen und ihnen damit ein selbstständiges Gartenerlebnis zu schenken. Der Duft der Pflanzen spielt dabei eine zentrale Rolle. Die spät blühende und stark duftende Silberlinde passt deshalb super in den Garten.

Im Rahmen meiner Projektunterstützung für den #Wahlkreis160 habe ich mich mit großer Freude finanziell an der Pflanzung der Silberlinde beteiligt.

#TagdesBaumes #Sachsen #Naturschutz
2 Wo.",2022-04-25,0,"landschaftframed","bild","profesional","Umwelt",NA,1,NA,"Wahlkreis",2022-04-25 08:14:02
"20","🙋🏻‍♂️ Interessieren Sie sich für deutsche #Bundespolitik? Würden Sie gerne in die Hauptstadt reisen und das politische #Berlin besser kennenlernen? Als Mitglied des Deutschen Bundestages darf ich jedes Jahr Bürgerinnen und Bürger aus meinem #Wahlkreis auf solche Fahrten einladen. Durch Corona 🦠 etwas verspätet, starten wir nun Anfang Juni mit dem ersten Durchgang. 😎

Ich lade für diese erste Reise ganz besonders #CDU-Mitglieder aus dem #Wahlkreis160 ein, sich für die Fahrt anzumelden!
(Die Anreise und Hotel werden zentral organisiert und somit alle Kosten erstattet)
Melden Sie sich bitte bis zum 16. Mai 2022 bei meinem Büro unter
📧 glueck-auf@lars-rohwer.de.
Genauere Informationen schicken wir Ihnen dann gern zu. 📧
🤗 Ich freue mich sehr auf Ihren Besuch in Berlin!

PS: Zwei weitere Termine werden für 2022 noch folgen! 🙂","2022-04-24T09:00:20","Publicación de Instagram",148,4,NA,NA,1,0,"2022-04-24","09:00:20","Interessie","https://www.instagram.com/p/CcvV6xbIBTd/","🙋🏻‍♂️ Interessieren Sie sich für deutsche #Bundespolitik? Würden Sie gerne in die Hauptstadt reisen und das politische #Berlin besser kennenlernen? Als Mitglied des Deutschen Bundestages darf ich jedes Jahr Bürgerinnen und Bürger aus meinem #Wahlkreis auf solche Fahrten einladen. Durch Corona 🦠 etwas verspätet, starten wir nun Anfang Juni mit dem ersten Durchgang. 😎

Ich lade für diese erste Reise ganz besonders #CDU-Mitglieder aus dem #Wahlkreis160 ein, sich für die Fahrt anzumelden!
(Die Anreise und Hotel werden zentral organisiert und somit alle Kosten erstattet)
Melden Sie sich bitte bis zum 16. Mai 2022 bei meinem Büro unter
📧 glueck-auf@lars-rohwer.de.
Genauere Informationen schicken wir Ihnen dann gern zu. 📧
🤗 Ich freue mich sehr auf Ihren Besuch in Berlin!

PS: Zwei weitere Termine werden für 2022 noch folgen! 🙂
2 Wo.",2022-04-24,1,"Unterseiteworter","inzwischen","gebastelt","Ausstausch","Berlinreise",1,"Einladung",NA,2022-04-24 09:00:20
"21","#Zeit für ein großes DANKESCHÖN 🙏 an alle die mich letztes Jahr tatkräftig unterstützt haben, in meinem Ziel den #Wahlkreis160 zu gewinnen.

Bei frisch gegrillten Bratwürsten vom Bauernhof Kühne in #Steinbach, belegten Broten vom Die Brötchen Tuner- mehr als nur Frühstück, leckeren Weinen von Weinbau Fehrmann und verschiedenen Bieren 🍻 haben wir es uns gestern Abend einfach mal richtig gutgehen lassen und den direkten Austausch miteinander genossen. 🤗

#vollerEnergie für Elbe, Röder & Dresdner Heide im #Bundestag

CDU Dresden Junge Union Dresden CDU-Ortsverband Pieschen CDU Ortsverband Dresden Loschwitz/Weisser Hirsch CDU-Ortsverband Dresden-Neustadt CDU-OV Dresdner Norden CDU-Kreisverband Bautzen CDU Ottendorf-Okrilla CDU Radeberg CDU-OV Dresdner Westen","2022-04-23T09:00:40","Publicación de Instagram",426,42,NA,NA,3,0,"2022-04-23","09:00:40","für ein gr","https://www.instagram.com/p/CcsxKRjo0H1/","#Zeit für ein großes DANKESCHÖN 🙏 an alle die mich letztes Jahr tatkräftig unterstützt haben, in meinem Ziel den #Wahlkreis160 zu gewinnen.

Bei frisch gegrillten Bratwürsten vom Bauernhof Kühne in #Steinbach, belegten Broten vom Die Brötchen Tuner- mehr als nur Frühstück, leckeren Weinen von Weinbau Fehrmann und verschiedenen Bieren 🍻 haben wir es uns gestern Abend einfach mal richtig gutgehen lassen und den direkten Austausch miteinander genossen. 🤗

#vollerEnergie für Elbe, Röder & Dresdner Heide im #Bundestag

CDU Dresden Junge Union Dresden CDU-Ortsverband Pieschen CDU Ortsverband Dresden Loschwitz/Weisser Hirsch CDU-Ortsverband Dresden-Neustadt CDU-OV Dresdner Norden CDU-Kreisverband Bautzen CDU Ottendorf-Okrilla CDU Radeberg CDU-OV Dresdner Westen
Bearbeitet · 2 Wo.",2022-04-23,2,"aktivitäten","bild","spontan","freizeit",NA,7,"aktivitäten_teien","Wahlkreis",2022-04-23 09:00:40
"22","Heute ist der Welttag des Buches, seit 1995 ein von der UNESCO weltweit eingerichteter Aktionstag für das Lesen, für Bücher, für die Kultur des geschriebenen Wortes. Deshalb habe ich mir diese Woche in drei Kindertagesstätten im #Wahlkreis160 die Zeit genommen, um Kindern vorzulesen.

Kinder brauchen #Zeit und nicht nur Geschichten von der Konserve. Beim Lesen 📖 kann man miteinander kommunizieren, Fragen stellen, miteinander reden. Dies ist unserer Zeit, wo so viel digital passiert, wichtig, das selbst gesprochene Wort.

#welttagdesbuches #welttag","2022-04-23T01:52:46","Publicación de Instagram",144,13,NA,NA,0,0,"2022-04-23","01:52:46","ist der We","https://www.instagram.com/p/CcsAMT6Knw2/","Heute ist der Welttag des Buches, seit 1995 ein von der UNESCO weltweit eingerichteter Aktionstag für das Lesen, für Bücher, für die Kultur des geschriebenen Wortes. Deshalb habe ich mir diese Woche in drei Kindertagesstätten im #Wahlkreis160 die Zeit genommen, um Kindern vorzulesen.

Kinder brauchen #Zeit und nicht nur Geschichten von der Konserve. Beim Lesen 📖 kann man miteinander kommunizieren, Fragen stellen, miteinander reden. Dies ist unserer Zeit, wo so viel digital passiert, wichtig, das selbst gesprochene Wort.

#welttagdesbuches #welttag
Bearbeitet · 2 Wo.",2022-04-23,0,"aktivitäten","bild","spontan","Bildung","Ephemeriden",3,"aktivitäten_teien",NA,2022-04-23 01:52:46
"23","🤗 Was für ein Stimmen- und Sprachen-Wirrwarr gestern Abend in der #Kümmelschänke?
Als Bundestagsabgeordneter habe ich dieses Jahr die Patenschaft für amerikanische 🇺🇸 PPP-Austausch-Schülerinnen und -Studenten inne, die für ein Jahr in Dresdner Familien in Deutschland 🇩🇪 leben.

Es war einfach herrlich, englisch, deutsch und auch französisch wurde gesprochen, um sich miteinander zu verständigen. 🙏","2022-04-20T23:59:17","Publicación de Instagram",201,18,NA,NA,0,0,"2022-04-20","23:59:17","für ein St","https://www.instagram.com/p/CcmpnWTqYfp/","🤗 Was für ein Stimmen- und Sprachen-Wirrwarr gestern Abend in der #Kümmelschänke?
Als Bundestagsabgeordneter habe ich dieses Jahr die Patenschaft für amerikanische 🇺🇸 PPP-Austausch-Schülerinnen und -Studenten inne, die für ein Jahr in Dresdner Familien in Deutschland 🇩🇪 leben.

Es war einfach herrlich, englisch, deutsch und auch französisch wurde gesprochen, um sich miteinander zu verständigen. 🙏
2 Wo.",2022-04-21,0,"aktivitäten","bild","spontan","Ausstausch","PPP",1,"aktivitäten_teien","Bundestag",2022-04-20 23:59:17
"24","#Slowenien 🇸🇮 wählt am 24. April 2022 eine neue #Nationalversammlung. Gewählt werden die 90 Abgeordneten des Parlamentes.

Die @onlinekas bietet am Morgen danach eine #Wahlanalyse an. Über die Website der #KAS könnt ihr euch zur Teilnahme anmelden: https://www.kas.de/de/web/bruessel/veranstaltungen/detail/-/content/der-morgen-danach-slowenien-hat-gewaehlt

Hier gibt‘s weitere Infos https://de.m.wikipedia.org/wiki/Parlamentswahl_in_Slowenien_2022","2022-04-20T21:00:06","Publicación de Instagram",197,3,NA,NA,0,0,"2022-04-20","21:00:06","nien 🇸🇮 wä","https://www.instagram.com/p/CcmVG8soN69/","#Slowenien 🇸🇮 wählt am 24. April 2022 eine neue #Nationalversammlung. Gewählt werden die 90 Abgeordneten des Parlamentes.

Die @onlinekas bietet am Morgen danach eine #Wahlanalyse an. Über die Website der #KAS könnt ihr euch zur Teilnahme anmelden: https://www.kas.de/de/web/bruessel/veranstaltungen/detail/-/content/der-morgen-danach-slowenien-hat-gewaehlt

Hier gibt‘s weitere Infos https://de.m.wikipedia.org/wiki/Parlamentswahl_in_Slowenien_2022
2 Wo.",2022-04-21,0,"Unterseiteworter","worter","gebastelt","Internationalpolitik","Medien",1,NA,NA,2022-04-20 21:00:06
