"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","datahoraposi","POSTID","datadate","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund"
"12","Gut Wehr!

Mit diesem traditionellen Gruß der #Feuerwehr 🚒🧯 grüße ich ganz herzlich alle Feuerwehrleute 👩🏻‍🚒🧑🏼‍🚒👩🏻‍🚒 in unserem Land und wünsche Ihnen allen, dass sie jeweils von ihren Diensten für uns alle unbeschadet zurückkommen. Bleibt gesund 🍀

Feuerwehr Gompitz Feuerwehr Dresden Freiwillige Feuerwehr Cossebaude Feuerwehr Arnsdorf Feuerwehr Radeberg Freiwillige Feuerwehr Dresden - Gorbitz Feuerwehr Löbtau Feuerwehr Dresden-Bühlau Feuerwehr Großröhrsdorf Feuerwehr Ottendorf Okrilla Förderverein  Feuerwehr Klotzsche Freiwillige Feuerwehr Schönfeld Feuerwehr Weixdorf Feuerwehr Wachau","2022-05-04T03:29:41","Publicación de Facebook",216,5,NA,1,0,0,"2022-05-04","03:29:41",2022-05-04 03:29:41,"hr!

Mit d",2022-05-04,NA,NA,NA,NA,NA,NA,NA
"13","Aus aktuellem Anlass wiederhole ich meine Lageeinschätzung von letzter Woche:

https://www.lars-rohwer.de/aktuelles/2022/mein-blick-auf-den-krieg-in-der-ukraine

Stellungnahme der Sächsischen Landesgruppe der CDU/CSU-Bundestagsfraktion zur Frage von Waffenlieferungen an die Ukraine:

„Seit 2 Monate führt Russland einen brutalen und völkerrechtswidrigen Angriffskrieg gegen die Ukraine. Am vergangenen Donnerstag haben wir im Deutschen Bundestag klar für Waffenlieferungen an die Ukraine gestimmt. Damit teilen wir nicht die Auffassung des sächsischen Ministerpräsidenten Michael Kretschmer. Die Unterstützung des Selbstverteidigungsrechts der Ukraine ist bedeutend für den Schutz von Frieden und Freiheit in Europa und auch die Suche nach einer diplomatischen Lösung. In der Ukraine wird über das neue geopolitische Gleichgewicht entschieden. Daher sehen wir es als unbedingt erforderlich an, dass Deutschland gemeinsam mit seinen Verbündeten eine unabhängige Ukraine unterstützt. Entsprechend begrüßen wir auch, dass unser Fraktionsvorsitzender Friedrich Merz einer Einladung des ukrainischen Parlaments folgt.“","2022-05-03T05:07:16","Publicación de Facebook",1264,38,NA,136,40,2,"2022-05-03","05:07:16",2022-05-03 05:07:16,"tuellem An",2022-05-03,"larsworter","inzwischen","profesional","Ukraine",NA,1,NA
"14","🟡🔵 Dies ist eine wichtige und gute Mission unseres Fraktionschefs in der CDU/CSU-Bundestagsfraktion ⚫️🔴🟡
nach #Kiew/#Ukraine

#standwithU 🇺🇦","2022-05-03T02:50:07","Publicación de Facebook",285,0,NA,9,0,0,"2022-05-03","02:50:07",2022-05-03 02:50:07,"s ist eine",2022-05-03,NA,NA,NA,NA,NA,NA,NA
"15","In der heutigen Zeit sind ausnahmslos alle Länder dieser Welt miteinander verwoben. Unsere individuelle Lebenswirklichkeit beschränkt sich dabei nur auf einen kleinen Teil. Wir sind darauf angewiesen, dass Journalisten uns informieren: über andere Länder, andere Themen, andere Systeme. #Pressefreiheit ist nicht ohne Grund eines der definierten Grundrechte! 

Zum Tag der Pressefreiheit wünsche ich mir, dass Journalisten allumfassend und ausgewogen berichten. Nutzt die Pressefreiheit im Sinne der #Meinungsvielfalt in unserem Land!

Leider ist diese Freiheit nicht immer und in jedem Land gegeben. Die Arbeit für Journalisten wird weltweit immer gefährlicher. 2021 wurden 293 Journalisten festgenommen - zum sechsten Jahr in Folge wurde damit eine Rekordzahl dokumentiert. Nie zuvor haben so viele Journalisten weltweit aufgrund ihrer Arbeit im Gefängnis gesessen wie derzeit. Einer davon ist Andrei Kuznechyk. Dieser belarussische Journalist sitzt seit 2021 ohne klare Strafanzeige in Minsk im Gefängnis. Er ist einer von 19 inhaftierten Journalisten, die letztes Jahr in Belarus gezählt wurden - Mehr Festnahmen gab es laut eines Berichts der Journalisten-Organisation CPJ nur in China (50), Myanmar (26), Ägypten (25) und Vietnam (23). Freie Berichterstattung und Demokratie gehen Hand in Hand. Bewahren wir dieses hohe Gut!

Libereco - Partnership for Human Rights #tagderpressefreheit #pressefreheit","2022-05-02T21:00:15","Publicación de Facebook",681,6,NA,20,2,1,"2022-05-02","21:00:15",2022-05-02 21:00:15," heutigen ",2022-05-02,"menschenframed","bild","profesional","Medien","Ephemeriden",1,NA
"16","😷 2 Jahre #Corona🦠Pandemie
🇺🇦 #Putins Angriffskrieg auf die #Ukraine
📉 Drastisch gesunkene Wachstumsprognose
📈 Historisch hohe #Inflation

Die Lage der deutschen #Wirtschaft trübt sich merklich ein. Es braucht jetzt umgehend wirksame Antworten auf 
🛢 Energiepreis- und Rohstoffkrise 
🚨 massive Störungen in den Lieferketten. 
👷 anhaltenden Fachkräftemangel

Wir dürfen #Unternehmen und deren Beschäftigte nicht im Regen ☔️ stehen lassen! 

💪 Mit unserem ""Sofortprogramm für Unternehmen und Beschäftigte"" bringen wir ein umfassendes Paket an Maßnahmen in den #Bundestag ein, um die aktuellen Krisen zu überwinden und die wirtschaftspolitischen Weichen entschlossen auf #Leistungsfähigkeit, #Digitalisierung und #Nachhaltigkeit zu stellen. 🚀

CDU/CSU-Bundestagsfraktion CDU","2022-05-01T09:00:42","Publicación de Facebook",473,11,NA,0,0,0,"2022-05-01","09:00:42",2022-05-01 09:00:42,"hre #Coron",2022-05-01,"symboleworter","worter","gebastelt","Wirtschaft","Krise",1,NA
"17","Alles wird derzeit teurer: Strom, Gas & Wärme, Autofahren & Lebensmittel. Noch bevor ein einziger € ausgezahlt wurde, ist klar:
Das #Entlastungspaket der🚦wird zum Tropfen auf den heißen Stein & schließt Studenten, Rentner, Minijobber & kleine familiengeführte Unternehmen komplett aus.

#Inflation #Studenten #Rentner #Unternehmen","2022-04-30T02:30:27","Publicación de Facebook",1273,13,NA,94,27,1,"2022-04-30","02:30:27",2022-04-30 02:30:27,"wird derze",2022-04-30,"worter","worter","gebastelt","Wirtschaft","Inflation",1,NA
"18","Der #Tag der #Erneuerbaren #Energien (EE) ist ein mittlerweile bundesweiter Aktionstag, der jährlich am letzten Samstag im April an die ☢️Reaktorkatastrophe in #Tschernobyl vom 26. April 1986 erinnert. Initiiert wurde der Tag der Erneuerbaren Energien im Jahr 1996 in #Oederan (Sachsen).
Der jährliche Aktionstag dient dazu immer wieder die Notwendigkeit zum Ausbau der Erneuerbaren Energien in Deutschland 🇩🇪 zu verdeutlichen. Zu den EE gehört neben #Wind und #Sonne auch die #Wasserkraft, Bio-#Energie und #Geothermie. 

Um es konkret zu machen, letzte Woche war in meiner Bürgersprechstunde ein #Hausbesitzer, um mich darauf aufmerksam zu machen, dass die Abstandsflächen für #Photovoltaik auf Dachflächen im Freistaat #Sachsen mit 1.25 Meter ziemlich groß sind. Ich finde, er hat Recht, andere Bundesländer geben nur einen halben Meter bis gar keine Abstandsflächen vor, die laut Bauordnung einzuhalten sind. Hier können wir in Sachsen konkret handeln und diese veraltete Vorschrift bei der aktuell laufenden Novellierung der Sächsischen #Bauordnung aktualisieren!

#TagderErneuerbarenEnergien #Klimaschutz","2022-04-29T21:30:36","Publicación de Facebook",439,9,NA,2,0,0,"2022-04-29","21:30:36",2022-04-29 21:30:36,"ag der #Er",2022-04-29,"symbole","bild","gebastelt","Energie","Ephemeriden",1,NA
"19","🔵🟡 Der 24. Februar 2022 um 4.15 Uhr hat sich bei mir tief eingebrannt. Seit dieser Nacht greift #Putin völkerrechtswidrig - mit der Rückendeckung Chinas 🇨🇳 - ein freies Land an. Die #Ukraine 🇺🇦 verteidigt sich in bewundernswerter Art & Weise und fordert mit deutlichen Worten unsere Unterstützung ein.

📌 Warum können wir nicht neutral sein?

📌 Was ist unser „nie wieder“ wert?

📌 Warum liefern wir Waffen?

📌 Warum es auch ein geopolitischer Wirtschaftskrieg ist?

👉 Diese Woche habe ich meine Gedanken zu diesen berechtigten Fragen 🙋🏻‍♂️🙋🏼‍♀️ vor der Abstimmung im Deutschen 🇩🇪 #Bundestag aufgeschrieben: 
https://www.lars-rohwer.de/aktuelles/2022/mein-blick-auf-den-krieg-in-der-ukraine

CDU/CSU-Bundestagsfraktion #standwithU 🔵🟡","2022-04-29T11:16:01","Publicación de Facebook",697,12,NA,65,6,0,"2022-04-29","11:16:01",2022-04-29 11:16:01," 24. Febru",2022-04-29,"worter","worter","gebastelt","Ukraine",NA,NA,NA
"20","Heute haben wir im #Bundestag einen Antrag ""Nachhaltige Impulse für #Einzelhandel und #Innenstädte"" eingebracht. Warum lebendige und zukunftsfeste Stad(teil)zentren und Ortskerne uns so wichtig sind, verdeutlicht Friederike Wachtel, die Geschäftsführerin vom City Management Dresden e. V.

""Der Einzelhandel ist der Grundpfeiler einer lebendigen Innenstadt. Er ist im Stadtzentrum ein wesentlicher Dreh- und Angelpunkt - für Einheimische, Touristen und Gäste aus dem Umland. Dem geänderten Konsumverhalten müssen innovative Konzepte entgegengebracht werden, die aus dem Lebensraum Innenstadt einen Erlebnisraum für alle Generationen machen. Daran arbeiten wir kontinuierlich. Die Pandemie hat deutlich gezeigt, dass Handel, aber auch Gastronomie, touristische Dienstleister und Kultur im ,Zahnrad' im Herzen einer Stadt funktionieren müssen. ""

Danke, Friederike #Wachtel, für Ihren Einsatz! Wir bleiben an dem Thema dran.

CDU/CSU-Bundestagsfraktion

Foto F. Wachtel: Claudia Jacquemin","2022-04-29T05:03:09","Publicación de Facebook",704,16,NA,19,1,0,"2022-04-29","05:03:09",2022-04-29 05:03:09,"haben wir ",2022-04-29,"Unterseiteworter","worter","gebastelt","Wirtschaft",NA,1,NA
"21","Da viele mich auf die zentrale Frage dieser Bundestagswoche angesprochen haben, möchte ich hier die Dokumentation des Bundestages kommunizieren.

Erklärung der Fraktionsvorsitzenden von SPD, Bündnis 90/Die Grünen und FDP sowie der Fraktion CDU/CSU zum Antrag „Frieden und Freiheit in Europa verteidigen – Umfassende Unterstützung für die Ukraine“
 
Die Vorsitzenden der Bundestagsfraktionen von SPD, Bündnis 90/Die Grünen und FDP sowie der Fraktion der CDU/CSU erklären:
 
Seit zwei Monaten führt Russland einen brutalen und völkerrechtswidrigen Angriffskrieg gegen die Ukraine. Deutschland steht fest an der Seite der Ukraine in ihrem Freiheitskampf. Die Unterstützung des Selbstverteidigungsrechts der Ukraine ist bedeutend für den Schutz von Frieden und Freiheit in Europa und auch die Suche nach einer diplomatischen Lösung. Die Lieferung von militärischen Gütern ist neben der humanitären und finanziellen Unterstützung der Ukraine und den umfassenden wirtschaftlichen und personenbezogenen Sanktionen gegen Russland hierbei ein zentraler Aspekt. In dieser wichtigen Frage haben sich die Fraktionen SPD, Bündnis 90/Die Grünen und FDP sowie die Fraktion der CDU/CSU auf den gemeinsamen Antrag „Frieden und Freiheit in Europa verteidigen – Umfassende Unterstützung für die Ukraine“ verständigt. Diesen Antrag auf eine breite Mehrheit in der demokratischen Mitte des Deutschen Bundestages zu stellen, ist ein starkes Signal der Verantwortung für die Ukraine und der Geschlossenheit gegen den russischen Angriffskrieg.
 
Dr. Rolf Mützenich, Vorsitzender SPD-Bundestagsfraktion
 
Katharina Dröge, Vorsitzende Bündnis 90/Die Grünen Bundestagsfraktion
 
Britta Haßelmann, Vorsitzende Bündnis 90/Die Grünen Bundestagsfraktion
 
Christian Dürr, Vorsitzender FDP-Bundestagsfraktion
 
Friedrich Merz, Vorsitzender CDU/CSU-Bundestagsfraktion
 
Alexander Dobrindt, Vorsitzender CSU-Landesgruppe im Bundestag

Hier kann die Gesamtdokumentation inklusive des Abstimmungsverhaltens der Abgeordneten eingesehen werden:
https://www.bundestag.de/dokumente/textarchiv/2022/kw17-de-selbstverteidigung-ukraine-891272

CDU/CSU-Bundestagsfraktion #standwithU 🇺🇦","2022-04-28T05:47:51","Publicación de Facebook",576,6,NA,69,7,0,"2022-04-28","05:47:51",2022-04-28 05:47:51,"le mich au",2022-04-28,NA,NA,NA,NA,NA,NA,NA
"22","Von #GutenMorgen 🌤 bis #Feierabend 🙋🏻‍♂️

Der Tag begann Punkt 08.00 Uhr mit einem Kennenlern-Treffen in der Deutsch🇩🇪🇰🇷🇸🇷Koreanischen Parlamentariergruppe, gleich um 08.30 Uhr folgte das Parlamentarische Frühstück mit der #Diakonie (im Foto der Tisch der Diakonie Dresden mit Rasha Nasr, SPD und mir). 😇

Danach ging es in den Ausschussberatungen von Bildung & Forschung (09.30 Uhr) sowie Wohnen, Bau, Stadtenwicklung & Kommunen (11.00 Uhr) um die jeweiligen Haushaltspläne der beiden Ressorts für 2022, bevor dann um 13.00 Uhr das #Bundestagsplenum begann mit einer Ministerinvereidigung, der #Regierungsbefragung von Annalena #Baerbock und der anschließendem #Fragestunde durch die Abgeordneten. Die darauffolgende Tagesordnung war auch nicht minder spannend und das Plenum ging zu Ende gg. 19.30 Uhr. Im Anschluss fix noch in eine Sonderfraktionssitzung der CDU/CSU-Bundestagsfraktion zur Thematik #PutinsKrieg gegen die #Ukraine 🇺🇦 

Zum Abschluss des Tages war ich noch in der Sächsischen Landesvertretung zu „Wie klingt #Heimat?“ mit Felix Räuber.
Und jetzt ist Feierabend für #heute, #morgen ist ein neuer #Arbeitstag. 🤗 #standwithU","2022-04-27T12:30:58","Publicación de Facebook",1184,27,NA,121,3,0,"2022-04-27","12:30:58",2022-04-27 12:30:58,"utenMorgen",2022-04-27,"aktivitäten","bild","spontan","Bundestag",NA,1,NA
"23","🗣 Im Rahmen der #Regierungsbefragung gibt es immer auch die Möglichkeit für die Abgeordneten mündlich Fragen an die #Bundesregierung zu stellen. Bei meiner ersten Frage geht es um #Klimaneutralität in der Gebäudewirtschaft: In der Fraktion fragen wir uns, wie das Ziel der Bundesregierung, ab dem 1. Januar 2024 möglichst jede neu eingebaute Heizung zu 65 Prozent mit Erneuerbaren Energien zu betreiben, in Bestandsgebäuden realisiert werden soll. Zu einem großen Teil können die eingebauten Heizungen noch gar nicht, anders wie etwa Wärmepumpen, mit Erneuerbaren Energien betriebenen werden.

Als Mitglied des Bau-Ausschusses bleibe ich an dem Thema dran. #Klimaneutrale #Gebäudewirtschaft ist ein wichtiges Ziel und machbare Standards essentiell. Sie müssen eben auch umsetzbar sein! 😏","2022-04-27T02:45:48","Publicación de Facebook",1084,30,NA,39,33,1,"2022-04-27","02:45:48",2022-04-27 02:45:48,"ahmen der ",2022-04-27,"spontanlars","inzwischen","gebastelt","Energie","Umwelt",1,NA
"24","Heute sind in Sachsen die Abiturprüfungen gestartet. Viel Erfolg 👨🏻‍🎓👩‍🎓🧑🏻‍🎓 ihr schafft das! 👌👍","2022-04-26T13:26:45","Publicación de Facebook",536,12,NA,7,1,1,"2022-04-26","13:26:45",2022-04-26 13:26:45,"sind in Sa",2022-04-26,NA,NA,NA,NA,NA,NA,NA
"25","Gegen das #Vergessen der zweiten Diktatur auf deutschen Boden und für das #Erinnern der kommunistischen #Opfer, dafür trete ich hier in Berlin ein. Gestern habe ich mich mit Christiane Schenderlein, Dr. Ottilie Klein aus Berlin und Dr. Anna Kaminsky von der Bundesstiftung Aufarbeitung am zukünftigen Standort eines Mahnmals für die Opfer des Kommunismus getroffen.

Die Unionsfraktion hat in einem Antrag im März die Bundesregierung aufgefordert, das Mahnmal für die Opfer des Kommunismus bis 2024 zu realisieren. Der 70. Jahrestag des Volksaufstandes in der DDR am 17. Juni 2023 wäre ein geeigneter Termin für die Grundsteinlegung in Berlin. Gegen das Vergessen der Opfer des Kommunismus! 🕯

#Kommunismus #Geschichte #Volksaufstand #DDR #17Juni

Bundesstiftung zur Aufarbeitung der SED-Diktatur Gedenkstätte Bautzner Straße Dresden CDU/CSU-Bundestagsfraktion","2022-04-26T02:45:27","Publicación de Facebook",1282,56,NA,103,1,2,"2022-04-26","02:45:27",2022-04-26 02:45:27,"das #Verge",2022-04-26,"aktivitäten","bild","spontan","Erinnerungskultur",NA,1,NA
"26","Unsere Gesellschaft wird getragen von unzähligen Menschen, die oft ehrenamtlich aber auch hauptberuflich politische Verantwortung auf der kommunalen Ebene übernehmen. #Deutschland ist wie ein Puzzle: Am Ende funktioniert das große Ganze nur, wenn jedes Teil am richtigen Fleck sitzt und sein Potenzial entfaltet! 🧩

Heute eröffnet die CDU ein neues #Kommunalbüro, um das wichtige Engagement unserer Mitglieder in den Kommunen zu unterstützen. Es ist gut, dass die #CDU sich stärker für die kommunalpolitische Basis aufstellt! Gemeinsam mit der #KPV und den Angeboten der Konrad-Adenauer-Stiftung sind wir gut gewappnet. 🧩 

Konrad-Adenauer-Stiftung Konrad-Adenauer-Stiftung SachsenAnhalt Kommunalpolitische Vereinigung der CDU und CSU Deutschlands #CDUkommunal","2022-04-25T21:00:12","Publicación de Facebook",548,8,NA,0,1,1,"2022-04-25","21:00:12",2022-04-25 21:00:12," Gesellsch",2022-04-25,"symbole","inzwischen","gebastelt","CDU","Kommunalpolitik",1,NA
"27","Anlässlich des heutigen Tag des Baumes 🌳 möchte ich auf die neue #Silberlinde im Botanischen Garten des #Taubblindendienstes in #Radeberg hinweisen!

Zu dessen Tag der offenen Tür pflanzten die Mitstreiter im Taubblindendienst Radeberg eine neue Silberlinde in Gedenken an Ruth Zacharias. Die Ideengeberin des Blindengartens verfolgte zeitlebens das Ziel, einen Garten für taubblinde und mehrfachbehinderte, blinde Menschen zu erschaffen und ihnen damit ein selbstständiges Gartenerlebnis zu schenken. Der Duft der Pflanzen spielt dabei eine zentrale Rolle. Die spät blühende und stark duftende Silberlinde passt deshalb super in den Garten.

Im Rahmen meiner Projektunterstützung für den #Wahlkreis160 habe ich mich mit großer Freude finanziell an der Pflanzung der Silberlinde beteiligt.

#TagdesBaumes #Sachsen #Naturschutz","2022-04-25T08:14:00","Publicación de Facebook",721,28,NA,10,1,2,"2022-04-25","08:14:00",2022-04-25 08:14:00,"lich des h",2022-04-25,"landschaftframed","bild","profesional","Umwelt",NA,1,NA
"28","Nicht nur Frankreich 🇫🇷 hat heute pro Europa 🇪🇺 gewählt 🗳 - Glückwunsch an Emanuel Macron 💐 - sondern auch Slowenien 🇸🇮 hat pro Europa 🇪🇺 gewählt 🗳 

Die #Wahlanalyse der Konrad-Adenauer-Stiftung verspricht interessant zu werden.
👉 https://www.kas.de/de/web/bruessel/veranstaltungen/detail/-/content/der-morgen-danach-slowenien-hat-gewaehlt

Hier gibts weitere ℹ️
👉 https://www.tagesschau.de/ausland/slowenien-wahl-107.html","2022-04-24T14:46:57","Publicación de Facebook",803,20,NA,18,0,2,"2022-04-24","14:46:57",2022-04-24 14:46:57,"nur Frankr",2022-04-24,NA,NA,NA,NA,NA,NA,NA
"29","🙋🏻‍♂️ Interessieren Sie sich für deutsche #Bundespolitik? Würden Sie gerne in die Hauptstadt reisen und das politische #Berlin besser kennenlernen? Als Mitglied des Deutschen Bundestages darf ich jedes Jahr Bürgerinnen und Bürger aus meinem #Wahlkreis auf solche Fahrten einladen. Durch Corona 🦠 etwas verspätet, starten wir nun Anfang Juni mit dem ersten Durchgang. 😎

Ich lade für diese erste Reise ganz besonders #CDU-Mitglieder aus dem #Wahlkreis160 ein, sich für die Fahrt anzumelden!
(Die Anreise und Hotel werden zentral organisiert und somit alle Kosten erstattet)
Melden Sie sich bitte bis zum 16. Mai 2022 bei meinem Büro unter
📧 glueck-auf@lars-rohwer.de.
Genauere Informationen schicken wir Ihnen dann gern zu. 📧
🤗 Ich freue mich sehr auf Ihren Besuch in Berlin!

PS: Zwei weitere Termine werden für 2022 noch folgen! 🙂","2022-04-24T09:00:20","Publicación de Facebook",624,13,NA,28,3,0,"2022-04-24","09:00:20",2022-04-24 09:00:20,"Interessie",2022-04-24,"Unterseiteworter","inzwischen","gebastelt","Ausstausch","Berlinreise",1,"Einladung"
"30","#Zeit für ein großes DANKESCHÖN 🙏 an alle die mich letztes Jahr tatkräftig unterstützt haben, in meinem Ziel den #Wahlkreis160 zu gewinnen.

Bei frisch gegrillten Bratwürsten vom Bauernhof Kühne in #Steinbach, belegten Broten vom Die Brötchen Tuner- mehr als nur Frühstück, leckeren Weinen von Weinbau Fehrmann und verschiedenen Bieren 🍻 haben wir es uns gestern Abend einfach mal richtig gutgehen lassen und den direkten Austausch miteinander genossen. 🤗

#vollerEnergie für Elbe, Röder & Dresdner Heide im #Bundestag

CDU Dresden Junge Union Dresden CDU-Ortsverband Pieschen CDU Ortsverband Dresden Loschwitz/Weisser Hirsch CDU-Ortsverband Dresden-Neustadt CDU Dresden - Ortsverband Dresdner Norden CDU-Kreisverband Bautzen CDU Ottendorf-Okrilla CDU Stadtverband Radeberg CDU Dresdner Westen","2022-04-23T09:00:35","Publicación de Facebook",1643,68,NA,583,3,0,"2022-04-23","09:00:35",2022-04-23 09:00:35,"für ein gr",2022-04-23,"aktivitäten","bild","spontan","freizeit",NA,7,"aktivitäten_teilen"
"31","Heute ist der Welttag des Buches, seit 1995 ein von der UNESCO weltweit eingerichteter Aktionstag für das Lesen, für Bücher, für die Kultur des geschriebenen Wortes. Deshalb habe ich mir diese Woche in drei Kindertagesstätten im #Wahlkreis160 die Zeit genommen, um Kindern vorzulesen.

Kinder brauchen #Zeit und nicht nur Geschichten von der Konserve. Beim Lesen 📖 kann man miteinander kommunizieren, Fragen stellen, miteinander reden. Dies ist unserer Zeit, wo so viel digital passiert, wichtig, das selbst gesprochene Wort.

#welttagdesbuches #welttag","2022-04-23T01:52:42","Publicación de Facebook",982,47,NA,26,1,0,"2022-04-23","01:52:42",2022-04-23 01:52:42,"ist der We",2022-04-23,"aktivitäten","bild","spontan","Bildung","Ephemeriden",3,"aktivitäten_teilen"
"32","🤗 Was für ein Stimmen- und Sprachen-Wirrwarr gestern Abend in der #Kümmelschänke?
Als Bundestagsabgeordneter habe ich dieses Jahr die Patenschaft für amerikanische 🇺🇸 PPP-Austausch-Schülerinnen und -Studenten inne, die für ein Jahr in Dresdner Familien in Deutschland 🇩🇪 leben.

Es war einfach herrlich, englisch, deutsch und auch französisch wurde gesprochen, um sich miteinander zu verständigen. 🙏","2022-04-20T23:59:16","Publicación de Facebook",1238,46,NA,61,0,0,"2022-04-20","23:59:16",2022-04-20 23:59:16,"für ein St",2022-04-20,"aktivitäten","bild","spontan","Ausstausch","PPP",1,"aktivitäten_teilen"
"33","#Slowenien 🇸🇮 wählt am 24. April 2022 eine neue #Nationalversammlung. Gewählt werden die 90 Abgeordneten des Parlamentes.

Die Konrad-Adenauer-Stiftung bietet am Morgen danach eine #Wahlanalyse an. Über diesen Link könnt ihr euch zur Teilnahme anmelden: https://www.kas.de/de/web/bruessel/veranstaltungen/detail/-/content/der-morgen-danach-slowenien-hat-gewaehlt

Hier gibt‘s weitere Infos https://de.m.wikipedia.org/wiki/Parlamentswahl_in_Slowenien_2022","2022-04-20T21:01:01","Publicación de Facebook",559,3,NA,2,0,0,"2022-04-20","21:01:01",2022-04-20 21:01:01,"nien 🇸🇮 wä",2022-04-20,"Unterseiteworter","worter","gebastelt","Internationalpolitik","Medien",1,NA
"34","Für meine Fraktion bin ich Berichterstatter für das Büro des Deutschen Bundestages für Technikfolgen-Abschätzung - #TAB. Unermüdlich erstellen dessen Mitarbeiter spannende Gutachten und Studien!

Anlässlich des #Weltmalariatags am 25. April sollen im Rahmen einer moderierten Podiumsdiskussion sowohl der Stand der Impfstoffentwicklung als auch der gänzlich neue Gene-Drive-Ansatz zur Bekämpfung der #Malaria übertragenden #Anopheles-Stechmücke vorgestellt werden. Von den eingeladenen Experten soll uns Parlamentariern die Möglichkeit geboten werden, sich zu den Potenzialen und Herausforderungen dieser beiden technologischen Innovationen zur Malariabekämpfung auszutauschen. Wie realistisch ist deren Umsetzung angesichts der vorhandenen sozioökonomischen und regulativen Hemmnisse?

CDU/CSU-Bundestagsfraktion #Bundestag","2022-04-19T21:01:00","Publicación de Facebook",586,5,NA,3,0,0,"2022-04-19","21:01:00",2022-04-19 21:01:00,"ine Frakti",2022-04-19,"Unterseiteworter","worter","gebastelt","Gesundheit","TAB",1,NA
"35","#Vorlesen war wieder richtig schön! 🤗
Heute haben mir die Kinder der #DRK-Kita Max & Moritz in #Radeberg zugehört. 
Vielen Dank für die Möglichkeit, vor Ort im #Wahlkreis160 zu sein!

#WelttagDesBuches
#InternationalerKinderbuchtag
#Vorlesen
#LesenBildet
#LesenMachtSpass","2022-04-19T11:44:49","Publicación de Facebook",987,32,NA,52,0,0,"2022-04-19","11:44:49",2022-04-19 11:44:49,"sen war wi",2022-04-19,"aktivitäten","bild","spontan","Bildung",NA,4,"aktivitäten_teilen"
"36","🙏 Der Herr ist auferstanden!
Er ist wahrhaftig auferstanden! Halleluja! 😇","2022-04-16T23:48:12","Publicación de Facebook",522,8,NA,3,0,0,"2022-04-16","23:48:12",2022-04-16 23:48:12,"Herr ist a",2022-04-16,NA,NA,NA,NA,NA,NA,NA
"37","Supergute familienfreundliche Aktion meines Heimat-Ortsverbandes im Dresdner Westen. 🐣🐇🍀","2022-04-16T11:25:56","Publicación de Facebook",922,13,NA,37,0,0,"2022-04-16","11:25:56",2022-04-16 11:25:56,"ute famili",2022-04-16,NA,NA,NA,NA,NA,NA,NA
"38","✝️ „Wahrlich, dieser ist Gottes Sohn gewesen“ ✝️","2022-04-15T00:39:27","Publicación de Facebook",607,8,NA,1,0,0,"2022-04-15","00:39:27",2022-04-15 00:39:27,"hrlich, di",2022-04-15,"symboleworter","inzwischen","gebastelt","Religiön","Ostern",1,"Feiertag/Ephemeriden"
"39","Heute ist #Gründonnerstag, wir Christen erinnern uns an das letzte Abendmahl Jesu im Kreise seiner Jünger. Deshalb wende ich mich erneut der Thematik #Nahrungsmittel zu.

Die Preise für #Lebensmittel steigen 📈 aufgrund der Folgen von #PutinsKrieg in der #Ukraine 🇺🇦 rasant an. Umso wichtiger, dass die #Bundesregierung jetzt schnell und unbürokratisch handelt, den Anbau von Nahrungsmitteln weiterhin auch auf Brachflächen erlaubt und keine zusätzlichen Hürden durch Flächen-Stilllegungen einbaut. 
Aus meiner persönlichen Perspektive schließt sich nach Ostern 🐣 das Zeitfenster.

Der russische Angriffskrieg und die daraus entstehenden Folgen führen zu Leid und #Hunger weltweit. Die Zahl der Hungernden wird um bis zu 13 Millionen Menschen steigen. Die Unionsfraktion beantragt daher im zuständigen Ausschuss des #Bundestags eine Anhörung mit Sachverständigen zum Thema #Welternährung.

CDU/CSU-Bundestagsfraktion","2022-04-14T06:30:26","Publicación de Facebook",646,8,NA,17,1,0,"2022-04-14","06:30:26",2022-04-14 06:30:26,"ist #Gründ",2022-04-14,"worter","worter","gebastelt","Lebenskosten","Religiön",1,"meinung_teilen"
"40","Gestern Vormittag war ich zum #Antrittsbesuch als direkt gewählter Bundestagsabgeordneter im #Wahlkreis160 in der Offiziersschule Des Heeres Dresden.

Ich habe viel gelernt über wertgebundene Ausbildung in der Bundeswehr und zur konkreten Karriereplanung auf Augenhöhe für Menschen in Uniform. Glück🍀auf!","2022-04-14T02:13:01","Publicación de Facebook",492,7,NA,20,0,0,"2022-04-14","02:13:01",2022-04-14 02:13:01,"n Vormitta",2022-04-14,"aktivitäten","inzwischen","gebastelt","Bundeswehr",NA,2,"aktivitäten_teilen"
